email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,email_type,body_snippet,bid_amount_usd,delivery_days
EML-01902,RFQ-0093,V012,inbound,2024-10-25 15:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0093,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01903,RFQ-0093,V012,inbound,2024-11-01 16:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Indra Copper Works,bid,"Please find our quotation. Unit price USD 226.89. Total USD 37,890.63. Lead time 26 days.",37890.63,26.0
EML-01904,RFQ-0093,V015,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteelas.com,Request for Quotation – RFQ-0093 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0093. Bid deadline: 2024-11-04.,,
EML-01905,RFQ-0093,V015,inbound,2024-10-26 11:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0093 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01906,RFQ-0093,V015,inbound,2024-10-27 11:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0093 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01907,RFQ-0093,V015,inbound,2024-11-04 13:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Nordic Steel AS,bid,"Please find our quotation. Unit price USD 241.30. Total USD 40,297.10. Lead time 33 days.",40297.1,33.0
EML-01908,RFQ-0093,V003,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloyspvt.com,Request for Quotation – RFQ-0093 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0093. Bid deadline: 2024-11-04.,,
EML-01909,RFQ-0093,V003,inbound,2024-11-02 14:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Patel Alloys Pvt Ltd,bid,"Please find our quotation. Unit price USD 230.96. Total USD 38,570.32. Lead time 42 days.",38570.32,42.0
EML-01910,RFQ-0093,V014,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,amy@coastalalloysp.com,Request for Quotation – RFQ-0093 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0093. Bid deadline: 2024-11-04.,,
EML-01911,RFQ-0093,V014,inbound,2024-10-27 15:00:00,amy@coastalalloysp.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0093,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01912,RFQ-0093,V014,inbound,2024-11-04 09:00:00,amy@coastalalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Coastal Alloys Pty Ltd,bid,"Please find our quotation. Unit price USD 223.20. Total USD 37,274.40. Lead time 49 days.",37274.4,49.0
EML-01913,RFQ-0093,V023,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindustri.com,Request for Quotation – RFQ-0093 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0093. Bid deadline: 2024-11-04.,,
EML-01914,RFQ-0093,V023,inbound,2024-10-25 16:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0093,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01915,RFQ-0093,V023,inbound,2024-10-26 11:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0093 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01916,RFQ-0093,V023,inbound,2024-11-02 11:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Sahara Industrial FZE,bid,"Please find our quotation. Unit price USD 250.67. Total USD 41,861.89. Lead time 34 days.",41861.89,34.0
EML-01917,RFQ-0093,V005,outbound,2024-10-24 09:15:00,procurement@meridian-industrial.com,henry@cerronegrometa.com,Request for Quotation – RFQ-0093 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0093. Bid deadline: 2024-11-04.,,
EML-01918,RFQ-0093,V005,inbound,2024-10-25 15:00:00,henry@cerronegrometa.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0093,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01919,RFQ-0093,V005,inbound,2024-11-02 16:00:00,henry@cerronegrometa.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0093 – Cerro Negro Metals SA,bid,"Please find our quotation. Unit price USD 212.80. Total USD 35,537.60. Lead time 39 days.",35537.6,39.0
EML-01920,RFQ-0094,V003,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloyspvt.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01921,RFQ-0094,V003,inbound,2024-10-13 11:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0094 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01922,RFQ-0094,V003,inbound,2024-10-14 11:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0094 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01923,RFQ-0094,V003,inbound,2024-10-22 15:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0094 – Patel Alloys Pvt Ltd,bid,"Please find our quotation. Unit price USD 58.66. Total USD 9,092.30. Lead time 22 days.",9092.3,22.0
EML-01924,RFQ-0094,V008,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposite.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01925,RFQ-0094,V008,inbound,2024-10-13 17:00:00,zachary@deltacomposite.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0094,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01926,RFQ-0094,V008,inbound,2024-10-22 13:00:00,zachary@deltacomposite.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0094 – Delta Composites Inc.,bid,"Please find our quotation. Unit price USD 64.14. Total USD 9,941.70. Lead time 17 days.",9941.7,17.0
EML-01927,RFQ-0094,V015,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteelas.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01928,RFQ-0094,V015,inbound,2024-10-14 15:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0094,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01929,RFQ-0094,V015,inbound,2024-10-24 09:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0094 – Nordic Steel AS,bid,"Please find our quotation. Unit price USD 65.03. Total USD 10,079.65. Lead time 30 days.",10079.65,30.0
EML-01930,RFQ-0094,V014,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,amy@coastalalloysp.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01931,RFQ-0094,V020,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanraree.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01932,RFQ-0094,V020,inbound,2024-10-14 11:00:00,brandy@rajasthanraree.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0094 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01933,RFQ-0094,V020,inbound,2024-10-25 09:00:00,brandy@rajasthanraree.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0094 – Rajasthan Rare Earths Ltd,bid,"Please find our quotation. Unit price USD 62.25. Total USD 9,648.75. Lead time 23 days.",9648.75,23.0
EML-01934,RFQ-0094,V023,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindustri.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01935,RFQ-0094,V012,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,alex@indracopperwor.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01936,RFQ-0094,V012,inbound,2024-10-14 10:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0094,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01937,RFQ-0094,V012,inbound,2024-10-22 13:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0094 – Indra Copper Works,bid,"Please find our quotation. Unit price USD 62.56. Total USD 9,696.80. Lead time 15 days.",9696.8,15.0
EML-01938,RFQ-0094,V005,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,henry@cerronegrometa.com,Request for Quotation – RFQ-0094 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0094. Bid deadline: 2024-10-25.,,
EML-01939,RFQ-0095,V002,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01940,RFQ-0095,V002,inbound,2024-11-12 15:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0095 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 859.90. Total USD 147,042.90. Lead time 15 days.",147042.9,15.0
EML-01941,RFQ-0095,V013,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01942,RFQ-0095,V013,inbound,2024-10-31 13:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0095,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01943,RFQ-0095,V013,inbound,2024-11-01 11:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0095 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01944,RFQ-0095,V013,inbound,2024-11-02 11:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0095 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01945,RFQ-0095,V013,inbound,2024-11-09 11:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0095 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 858.91. Total USD 146,873.61. Lead time 44 days.",146873.61,44.0
EML-01946,RFQ-0095,V006,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01947,RFQ-0095,V016,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01948,RFQ-0095,V018,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01949,RFQ-0095,V011,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01950,RFQ-0095,V021,outbound,2024-10-29 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0095 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0095. Bid deadline: 2024-11-12.,,
EML-01951,RFQ-0095,V021,inbound,2024-11-01 13:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0095,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01952,RFQ-0095,V021,inbound,2024-11-02 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0095 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01953,RFQ-0095,V021,inbound,2024-11-03 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0095 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01954,RFQ-0095,V021,inbound,2024-11-04 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0095 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-01955,RFQ-0095,V021,inbound,2024-11-10 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0095 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 847.38. Total USD 144,901.98. Lead time 10 days.",144901.98,10.0
EML-01956,RFQ-0096,V007,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01957,RFQ-0096,V024,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01958,RFQ-0096,V024,inbound,2024-10-24 16:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01959,RFQ-0096,V024,inbound,2024-10-25 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0096 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01960,RFQ-0096,V024,inbound,2024-10-26 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0096 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01961,RFQ-0096,V024,inbound,2024-11-03 16:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – BalticTech UAB,bid,"Please find our quotation. Unit price USD 453.46. Total USD 126,061.88. Lead time 50 days.",126061.88,50.0
EML-01962,RFQ-0096,V009,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01963,RFQ-0096,V009,inbound,2024-10-24 11:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01964,RFQ-0096,V009,inbound,2024-11-03 17:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 450.37. Total USD 125,202.86. Lead time 36 days.",125202.86,36.0
EML-01965,RFQ-0096,V017,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01966,RFQ-0096,V017,inbound,2024-10-24 13:00:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01967,RFQ-0096,V017,inbound,2024-11-03 09:00:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Türk Makina A.Ş.,bid,"Please find our quotation. Unit price USD 429.08. Total USD 119,284.24. Lead time 53 days.",119284.24,53.0
EML-01968,RFQ-0096,V004,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,sandra@strömberghydra.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01969,RFQ-0096,V004,inbound,2024-10-23 12:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01970,RFQ-0096,V004,inbound,2024-11-04 16:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Strömberg Hydraulics AB,bid,"Please find our quotation. Unit price USD 461.54. Total USD 128,308.12. Lead time 54 days.",128308.12,54.0
EML-01971,RFQ-0096,V010,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01972,RFQ-0096,V010,inbound,2024-10-23 13:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01973,RFQ-0096,V010,inbound,2024-11-01 14:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 413.47. Total USD 114,944.66. Lead time 43 days.",114944.66,43.0
EML-01974,RFQ-0096,V019,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01975,RFQ-0096,V019,inbound,2024-10-22 13:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01976,RFQ-0096,V019,inbound,2024-11-03 15:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Emerald Isle Castings Ltd,bid,"Please find our quotation. Unit price USD 481.81. Total USD 133,943.18. Lead time 44 days.",133943.18,44.0
EML-01977,RFQ-0096,V022,outbound,2024-10-21 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecisio.com,Request for Quotation – RFQ-0096 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0096. Bid deadline: 2024-11-04.,,
EML-01978,RFQ-0096,V022,inbound,2024-10-24 14:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0096,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01979,RFQ-0096,V022,inbound,2024-10-25 11:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0096 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01980,RFQ-0096,V022,inbound,2024-10-26 11:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0096 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01981,RFQ-0096,V022,inbound,2024-10-27 11:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0096 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-01982,RFQ-0096,V022,inbound,2024-11-04 10:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0096 – Andean Precision SRL,bid,"Please find our quotation. Unit price USD 419.13. Total USD 116,518.14. Lead time 15 days.",116518.14,15.0
EML-01983,RFQ-0097,V010,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01984,RFQ-0097,V010,inbound,2024-11-08 16:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 115.34. Total USD 29,757.72. Lead time 50 days.",29757.72,50.0
EML-01985,RFQ-0097,V004,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,sandra@strömberghydra.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01986,RFQ-0097,V004,inbound,2024-10-31 14:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0097,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01987,RFQ-0097,V004,inbound,2024-11-05 15:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Strömberg Hydraulics AB,bid,"Please find our quotation. Unit price USD 140.14. Total USD 36,156.12. Lead time 45 days.",36156.12,45.0
EML-01988,RFQ-0097,V019,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01989,RFQ-0097,V019,inbound,2024-11-05 15:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Emerald Isle Castings Ltd,bid,"Please find our quotation. Unit price USD 141.86. Total USD 36,599.88. Lead time 36 days.",36599.88,36.0
EML-01990,RFQ-0097,V024,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01991,RFQ-0097,V024,inbound,2024-11-06 13:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – BalticTech UAB,bid,"Please find our quotation. Unit price USD 136.10. Total USD 35,113.80. Lead time 52 days.",35113.8,52.0
EML-01992,RFQ-0097,V009,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01993,RFQ-0097,V009,inbound,2024-11-01 08:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0097,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01994,RFQ-0097,V009,inbound,2024-11-02 11:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0097 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01995,RFQ-0097,V009,inbound,2024-11-03 11:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0097 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01996,RFQ-0097,V009,inbound,2024-11-08 09:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 124.30. Total USD 32,069.40. Lead time 10 days.",32069.4,10.0
EML-01997,RFQ-0097,V001,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecisio.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-01998,RFQ-0097,V001,inbound,2024-11-06 11:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Kovacs Precision GmbH,bid,"Please find our quotation. Unit price USD 134.98. Total USD 34,824.84. Lead time 31 days.",34824.84,31.0
EML-01999,RFQ-0097,V022,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecisio.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-02000,RFQ-0097,V007,outbound,2024-10-30 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0097 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0097. Bid deadline: 2024-11-08.,,
EML-02001,RFQ-0097,V007,inbound,2024-11-01 14:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0097,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02002,RFQ-0097,V007,inbound,2024-11-02 11:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0097 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-02003,RFQ-0097,V007,inbound,2024-11-03 11:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0097 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-02004,RFQ-0097,V007,inbound,2024-11-07 15:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0097 – Nakamura Tooling Co.,bid,"Please find our quotation. Unit price USD 142.11. Total USD 36,664.38. Lead time 50 days.",36664.38,50.0
EML-02005,RFQ-0098,V021,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0098 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0098. Bid deadline: 2024-10-25.,,
EML-02006,RFQ-0098,V021,inbound,2024-10-13 14:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0098,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-02007,RFQ-0098,V021,inbound,2024-10-24 10:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0098 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 122.39. Total USD 47,487.32. Lead time 42 days.",47487.32,42.0
EML-02008,RFQ-0098,V016,outbound,2024-10-11 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0098 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0098. Bid deadline: 2024-10-25.,,
EML-02009,RFQ-0098,V016,inbound,2024-10-14 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0098 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
