snapshot_id,vendor_id,vendor_name,month,month_index,relationship_arc,price_index,on_time_delivery_rate,response_rate,quality_score,n_rfqs_invited,n_rfqs_responded,n_bids_submitted,n_pos_won,win_rate_6mo,capacity_utilization,defect_rate_ppm,payment_pct_on_time,payment_avg_days_late
VP-V013-202504,V013,Vantage Sensors GmbH,2025-04-01,15,stable,1.016,1.0,0.895,8.89,9,6,6,3,0.217,78.1,173.0,1.0,0.0
VP-V014-202504,V014,Coastal Alloys Pty Ltd,2025-04-01,15,stable,0.942,0.911,0.746,7.96,0,0,0,0,0.0,78.1,291.0,,
VP-V015-202504,V015,Nordic Steel AS,2025-04-01,15,stable,1.014,0.896,0.914,9.29,0,0,0,0,0.125,62.9,400.0,,
VP-V016-202504,V016,Precision Arc Systems,2025-04-01,15,stable,0.945,0.711,0.658,6.92,9,3,3,0,0.13,90.0,383.0,,
VP-V017-202504,V017,Türk Makina A.Ş.,2025-04-01,15,stable,0.847,0.78,0.846,7.23,3,3,3,0,0.2,78.4,500.0,,
VP-V018-202504,V018,Guangzhou Mech & Elec Co.,2025-04-01,15,collapse,1.019,0.764,0.426,4.75,0,0,0,0,0.0,88.1,520.0,,
VP-V019-202504,V019,Emerald Isle Castings Ltd,2025-04-01,15,stable,1.008,0.927,0.836,8.46,3,3,3,0,0.118,68.2,484.0,,
VP-V020-202504,V020,Rajasthan Rare Earths Ltd,2025-04-01,15,improving,0.921,0.913,0.833,8.42,0,0,0,0,0.5,74.6,270.0,,
VP-V021-202504,V021,Helios Micro Systems,2025-04-01,15,new_proving,0.983,1.0,0.825,7.93,9,6,6,1,0.13,62.2,434.0,1.0,0.0
VP-V022-202504,V022,Andean Precision SRL,2025-04-01,15,new_proving,0.84,0.934,0.859,7.29,3,3,3,0,0.056,73.0,501.0,,
VP-V023-202504,V023,Sahara Industrial FZE,2025-04-01,15,new_proving,0.914,0.874,0.833,7.23,0,0,0,0,0.125,71.5,398.0,,
VP-V024-202504,V024,BalticTech UAB,2025-04-01,15,new_proving,0.951,1.0,0.923,8.03,3,2,2,1,0.059,62.7,215.0,0.0,7.0
VP-V001-202505,V001,Kovacs Precision GmbH,2025-05-01,16,declining,0.952,1.0,0.752,9.03,4,4,4,2,0.188,72.4,317.0,0.5,14.0
VP-V002-202505,V002,Tanaka Electrical KK,2025-05-01,16,stable,1.026,1.0,0.819,9.26,7,3,3,2,0.208,81.7,214.0,1.0,0.0
VP-V003-202505,V003,Patel Alloys Pvt Ltd,2025-05-01,16,improving,0.918,0.99,0.855,8.93,2,2,2,0,0.0,63.2,239.0,,
VP-V004-202505,V004,Strömberg Hydraulics AB,2025-05-01,16,stable,1.047,0.99,0.919,9.14,3,3,3,0,0.133,70.2,230.0,,
VP-V005-202505,V005,Cerro Negro Metals SA,2025-05-01,16,stable,0.833,1.0,0.882,7.6,2,2,2,2,0.333,83.2,296.0,0.0,4.0
VP-V006-202505,V006,Bright Spark Electronics Ltd,2025-05-01,16,stable,0.958,0.0,0.692,6.4,7,6,6,1,0.229,80.5,410.0,1.0,0.0
VP-V007-202505,V007,Nakamura Tooling Co.,2025-05-01,16,stable,1.037,1.0,0.855,9.76,3,2,2,1,0.125,70.0,280.0,1.0,0.0
VP-V008-202505,V008,Delta Composites Inc.,2025-05-01,16,stable,0.867,0.822,0.816,7.66,2,2,2,0,0.0,89.1,163.0,,
VP-V009-202505,V009,Fischer & Söhne KG,2025-05-01,16,stable,1.037,0.939,0.823,9.28,4,3,3,0,0.222,67.4,238.0,,
VP-V010-202505,V010,Adriatic Fastenings d.o.o.,2025-05-01,16,stable,0.868,0.81,0.827,7.26,3,2,2,0,0.067,81.6,421.0,,
VP-V011-202505,V011,Solaris Power Components,2025-05-01,16,stable,0.98,0.0,0.719,6.8,7,4,4,1,0.104,97.1,574.0,1.0,0.0
VP-V012-202505,V012,Indra Copper Works,2025-05-01,16,improving,0.895,0.958,0.911,8.76,2,1,1,0,0.0,63.7,400.0,,
VP-V013-202505,V013,Vantage Sensors GmbH,2025-05-01,16,stable,1.023,1.0,0.823,9.22,7,4,4,2,0.188,77.3,298.0,0.5,3.5
VP-V014-202505,V014,Coastal Alloys Pty Ltd,2025-05-01,16,stable,0.954,0.852,0.786,8.24,2,0,0,0,0.0,73.7,99.0,,
VP-V015-202505,V015,Nordic Steel AS,2025-05-01,16,stable,1.003,0.926,0.84,8.85,2,2,2,0,0.167,61.6,211.0,,
VP-V016-202505,V016,Precision Arc Systems,2025-05-01,16,stable,0.937,1.0,0.674,6.5,7,4,4,1,0.146,93.5,655.0,1.0,0.0
VP-V017-202505,V017,Türk Makina A.Ş.,2025-05-01,16,stable,0.871,0.831,0.81,7.37,3,2,2,0,0.188,87.4,482.0,,
VP-V018-202505,V018,Guangzhou Mech & Elec Co.,2025-05-01,16,collapse,1.026,0.765,0.319,5.08,0,0,0,0,0.0,88.4,486.0,,
VP-V019-202505,V019,Emerald Isle Castings Ltd,2025-05-01,16,stable,1.022,1.0,0.853,8.94,4,4,4,1,0.111,67.8,238.0,1.0,0.0
VP-V020-202505,V020,Rajasthan Rare Earths Ltd,2025-05-01,16,improving,0.886,0.935,0.869,8.15,2,2,2,0,0.333,77.9,282.0,,
VP-V021-202505,V021,Helios Micro Systems,2025-05-01,16,new_proving,1.003,0.945,0.898,8.21,7,7,7,0,0.125,57.1,308.0,,
VP-V022-202505,V022,Andean Precision SRL,2025-05-01,16,new_proving,0.852,0.918,0.775,7.03,4,3,3,0,0.053,78.1,300.0,,
VP-V023-202505,V023,Sahara Industrial FZE,2025-05-01,16,new_proving,0.902,0.88,0.823,6.86,2,2,2,0,0.167,81.5,560.0,,
VP-V024-202505,V024,BalticTech UAB,2025-05-01,16,new_proving,0.955,0.99,0.945,7.97,4,4,4,0,0.053,61.2,165.0,,
VP-V001-202506,V001,Kovacs Precision GmbH,2025-06-01,17,declining,0.955,1.0,0.616,9.08,6,4,4,1,0.2,67.5,78.0,1.0,0.0
VP-V002-202506,V002,Tanaka Electrical KK,2025-06-01,17,stable,1.044,1.0,0.828,9.19,7,5,5,1,0.2,78.4,303.0,1.0,0.0
VP-V003-202506,V003,Patel Alloys Pvt Ltd,2025-06-01,17,improving,0.922,0.918,0.913,8.62,1,1,1,0,0.0,68.5,336.0,,
VP-V004-202506,V004,Strömberg Hydraulics AB,2025-06-01,17,stable,1.054,1.0,0.878,9.35,6,6,6,3,0.211,71.9,260.0,0.667,2.0
VP-V005-202506,V005,Cerro Negro Metals SA,2025-06-01,17,stable,0.847,0.785,0.886,7.56,1,1,1,0,0.333,72.8,350.0,,
VP-V006-202506,V006,Bright Spark Electronics Ltd,2025-06-01,17,stable,0.961,0.5,0.737,7.1,7,5,5,2,0.244,76.3,388.0,1.0,0.0
VP-V007-202506,V007,Nakamura Tooling Co.,2025-06-01,17,stable,1.027,0.931,0.817,9.23,5,4,4,0,0.1,83.8,366.0,,
VP-V008-202506,V008,Delta Composites Inc.,2025-06-01,17,stable,0.881,1.0,0.815,7.51,1,1,1,1,0.167,88.1,375.0,1.0,0.0
VP-V009-202506,V009,Fischer & Söhne KG,2025-06-01,17,stable,1.008,1.0,0.862,8.86,5,5,5,1,0.19,69.2,300.0,1.0,0.0
VP-V010-202506,V010,Adriatic Fastenings d.o.o.,2025-06-01,17,stable,0.886,0.812,0.838,7.6,6,5,5,0,0.053,78.0,462.0,,
VP-V011-202506,V011,Solaris Power Components,2025-06-01,17,stable,1.0,0.0,0.681,6.95,7,3,3,1,0.111,88.3,339.0,1.0,0.0
VP-V012-202506,V012,Indra Copper Works,2025-06-01,17,improving,0.864,0.916,0.847,8.72,1,1,1,0,0.0,61.5,391.0,,
VP-V013-202506,V013,Vantage Sensors GmbH,2025-06-01,17,stable,1.016,1.0,0.809,8.61,7,6,6,3,0.244,75.9,404.0,1.0,0.0
VP-V014-202506,V014,Coastal Alloys Pty Ltd,2025-06-01,17,stable,0.964,0.852,0.797,7.75,1,1,1,0,0.0,68.1,299.0,,
VP-V015-202506,V015,Nordic Steel AS,2025-06-01,17,stable,0.98,0.931,0.893,9.12,1,1,1,0,0.167,73.0,486.0,,
VP-V016-202506,V016,Precision Arc Systems,2025-06-01,17,stable,0.919,0.733,0.662,6.48,7,4,4,0,0.111,92.2,276.0,,
VP-V017-202506,V017,Türk Makina A.Ş.,2025-06-01,17,stable,0.857,1.0,0.826,7.3,5,5,5,1,0.2,87.4,308.0,0.0,5.0
VP-V018-202506,V018,Guangzhou Mech & Elec Co.,2025-06-01,17,collapse,1.017,0.766,0.223,4.46,0,0,0,0,0.0,90.9,514.0,,
VP-V019-202506,V019,Emerald Isle Castings Ltd,2025-06-01,17,stable,1.036,0.864,0.847,8.48,5,5,5,0,0.095,68.3,337.0,,
VP-V020-202506,V020,Rajasthan Rare Earths Ltd,2025-06-01,17,improving,0.852,0.933,0.874,8.26,1,1,1,0,0.333,69.6,356.0,,
VP-V021-202506,V021,Helios Micro Systems,2025-06-01,17,new_proving,0.986,0.99,0.854,8.05,7,6,6,0,0.089,66.5,299.0,,
VP-V022-202506,V022,Andean Precision SRL,2025-06-01,17,new_proving,0.856,0.873,0.793,7.25,4,1,1,0,0.048,73.0,205.0,,
VP-V023-202506,V023,Sahara Industrial FZE,2025-06-01,17,new_proving,0.907,0.837,0.853,6.73,1,1,1,0,0.0,80.5,386.0,,
VP-V024-202506,V024,BalticTech UAB,2025-06-01,17,new_proving,0.954,0.935,0.931,7.98,6,5,5,0,0.043,64.5,344.0,,
